"","rok","strata","linia"
"1740",1996,35435.89,"Empl_Pract"
"1741",1996,30038.69,"Empl_Pract"
"1742",1996,25708.44,"Empl_Pract"
"1743",1996,44753.47,"Empl_Pract"
"1744",1996,36740.13,"Empl_Pract"
"1745",1996,45663.83,"Empl_Pract"
"1746",1996,55745.21,"Empl_Pract"
"1747",1996,49669.77,"Empl_Pract"
"1748",1996,35464.41,"Empl_Pract"
"1749",1996,27070.14,"Empl_Pract"
"1750",1996,53754.7,"Empl_Pract"
"1751",1996,53394.72,"Empl_Pract"
"1752",1996,33964.91,"Empl_Pract"
"1753",1996,51354.31,"Empl_Pract"
"1754",1996,48112.6,"Empl_Pract"
"1755",1996,46131.69,"Empl_Pract"
"1756",1996,35296.07,"Empl_Pract"
"1757",1996,40712.37,"Empl_Pract"
"1758",1996,36774.32,"Empl_Pract"
"1759",1996,47074.75,"Empl_Pract"
"1760",1996,38067.6,"Empl_Pract"
"1761",1996,48669.69,"Empl_Pract"
"1762",1996,39902.58,"Empl_Pract"
"1763",1996,30678.51,"Empl_Pract"
"1764",1996,48285.07,"Empl_Pract"
"1765",1996,42353.34,"Empl_Pract"
"1766",1996,34563.75,"Empl_Pract"
"1767",1996,33572.74,"Empl_Pract"
"1768",1996,32184.92,"Empl_Pract"
"1769",1996,39574.95,"Empl_Pract"
"1770",1996,49326.87,"Empl_Pract"
"1771",1996,45459.15,"Empl_Pract"
"1772",1996,36305.42,"Empl_Pract"
"1773",1996,45942.27,"Empl_Pract"
"1774",1996,26714.11,"Empl_Pract"
"1775",1996,45134.55,"Empl_Pract"
"1776",1996,50728.96,"Empl_Pract"
"1777",1996,47952.42,"Empl_Pract"
"1778",1996,31372.71,"Empl_Pract"
"1779",1996,35364.89,"Empl_Pract"
"1780",1996,37534.8,"Empl_Pract"
"1781",1996,29974.73,"Empl_Pract"
"1782",1996,50173.1,"Empl_Pract"
"1783",1996,24915.17,"Empl_Pract"
"1784",1996,38579.01,"Empl_Pract"
"1785",1996,38313.3,"Empl_Pract"
"1786",1996,39151.35,"Empl_Pract"
"1787",1996,39443.91,"Empl_Pract"
"1788",1996,49037.42,"Empl_Pract"
"1789",1996,36214.91,"Empl_Pract"
"1790",1996,55306.7,"Empl_Pract"
"1791",1997,46649.57,"Empl_Pract"
"1792",1997,48298.89,"Empl_Pract"
"1793",1997,25747.19,"Empl_Pract"
"1794",1997,33620.79,"Empl_Pract"
"1795",1997,40740.77,"Empl_Pract"
"1796",1997,33026.12,"Empl_Pract"
"1797",1997,31906.39,"Empl_Pract"
"1798",1997,51043.76,"Empl_Pract"
"1799",1997,23495.25,"Empl_Pract"
"1800",1997,33638.13,"Empl_Pract"
"1801",1997,44326.12,"Empl_Pract"
"1802",1997,38369.36,"Empl_Pract"
"1803",1997,32203.81,"Empl_Pract"
"1804",1997,53013.46,"Empl_Pract"
"1805",1997,42016.51,"Empl_Pract"
"1806",1997,24309.32,"Empl_Pract"
"1807",1997,36262.8,"Empl_Pract"
"1808",1997,52333.67,"Empl_Pract"
"1809",1997,55523.72,"Empl_Pract"
"1810",1997,45093.91,"Empl_Pract"
"1811",1997,40027.6,"Empl_Pract"
"1812",1997,22130.36,"Empl_Pract"
"1813",1997,51172.47,"Empl_Pract"
"1814",1997,33838.69,"Empl_Pract"
"1815",1997,43376.04,"Empl_Pract"
"1816",1997,30215.32,"Empl_Pract"
"1817",1997,44550.33,"Empl_Pract"
"1818",1997,19342.08,"Empl_Pract"
"1819",1997,57998,"Empl_Pract"
"1820",1997,34086.63,"Empl_Pract"
"1821",1997,44954.25,"Empl_Pract"
"1822",1997,24343.84,"Empl_Pract"
"1823",1997,41415.57,"Empl_Pract"
"1824",1997,56562.52,"Empl_Pract"
"1825",1997,48442.5,"Empl_Pract"
"1826",1997,43045.04,"Empl_Pract"
"1827",1997,35958.19,"Empl_Pract"
"1828",1997,38366.96,"Empl_Pract"
"1829",1997,63946.18,"Empl_Pract"
"1830",1997,36424.21,"Empl_Pract"
"1831",1997,35381.8,"Empl_Pract"
"1832",1997,34798.96,"Empl_Pract"
"1833",1997,30689.79,"Empl_Pract"
"1834",1997,42929.93,"Empl_Pract"
"1835",1997,41153.89,"Empl_Pract"
"1836",1997,49254.73,"Empl_Pract"
"1837",1997,43287.62,"Empl_Pract"
"1838",1997,29700.75,"Empl_Pract"
"1839",1997,37256.5,"Empl_Pract"
"1840",1997,40543.56,"Empl_Pract"
"1841",1997,57683.86,"Empl_Pract"
"1842",1997,31413.62,"Empl_Pract"
"1843",1997,37905.88,"Empl_Pract"
"1844",1997,46085.29,"Empl_Pract"
"1845",1997,34783.27,"Empl_Pract"
"1846",1997,36156.58,"Empl_Pract"
"1847",1997,34141.15,"Empl_Pract"
"1848",1998,25523.18,"Empl_Pract"
"1849",1998,15548.08,"Empl_Pract"
"1850",1998,38997.63,"Empl_Pract"
"1851",1998,29457.09,"Empl_Pract"
"1852",1998,41293.04,"Empl_Pract"
"1853",1998,46224.32,"Empl_Pract"
"1854",1998,33925.76,"Empl_Pract"
"1855",1998,38940.05,"Empl_Pract"
"1856",1998,34239.93,"Empl_Pract"
"1857",1998,39797.32,"Empl_Pract"
"1858",1998,33064.59,"Empl_Pract"
"1859",1998,34331.23,"Empl_Pract"
"1860",1998,46501.73,"Empl_Pract"
"1861",1998,34808.38,"Empl_Pract"
"1862",1998,46809.96,"Empl_Pract"
"1863",1998,41571.08,"Empl_Pract"
"1864",1998,35309.11,"Empl_Pract"
"1865",1998,35412.56,"Empl_Pract"
"1866",1998,42401.23,"Empl_Pract"
"1867",1998,33778.82,"Empl_Pract"
"1868",1998,49040.35,"Empl_Pract"
"1869",1998,37557.96,"Empl_Pract"
"1870",1998,35422.04,"Empl_Pract"
"1871",1998,37550.42,"Empl_Pract"
"1872",1998,41459.34,"Empl_Pract"
"1873",1998,41221.48,"Empl_Pract"
"1874",1998,30167.77,"Empl_Pract"
"1875",1998,52137.89,"Empl_Pract"
"1876",1998,25949.26,"Empl_Pract"
"1877",1998,36754.92,"Empl_Pract"
"1878",1998,48776.72,"Empl_Pract"
"1879",1998,39577.94,"Empl_Pract"
"1880",1998,32642.04,"Empl_Pract"
"1881",1998,36669.61,"Empl_Pract"
"1882",1998,31192.24,"Empl_Pract"
"1883",1998,47444.94,"Empl_Pract"
"1884",1998,45787.45,"Empl_Pract"
"1885",1998,37555.31,"Empl_Pract"
"1886",1998,31417.94,"Empl_Pract"
"1887",1998,30911.95,"Empl_Pract"
"1888",1998,50528.7,"Empl_Pract"
"1889",1998,46045.42,"Empl_Pract"
"1890",1998,21891.63,"Empl_Pract"
"1891",1998,40153.14,"Empl_Pract"
"1892",1998,46772.88,"Empl_Pract"
"1893",1998,31687.37,"Empl_Pract"
"1894",1998,38511.9,"Empl_Pract"
"1895",1998,21859.23,"Empl_Pract"
"1896",1998,37996.11,"Empl_Pract"
"1897",1998,33667.65,"Empl_Pract"
"1898",1998,47168.07,"Empl_Pract"
"1899",1998,29510.98,"Empl_Pract"
"1900",1998,35235.62,"Empl_Pract"
"1901",1998,47418.78,"Empl_Pract"
"1902",1998,38085.67,"Empl_Pract"
"1903",1998,35529.31,"Empl_Pract"
"1904",1998,39789.85,"Empl_Pract"
"1905",1999,37013.51,"Empl_Pract"
"1906",1999,35907.54,"Empl_Pract"
"1907",1999,41496.33,"Empl_Pract"
"1908",1999,30636.71,"Empl_Pract"
"1909",1999,43306.84,"Empl_Pract"
"1910",1999,39867.2,"Empl_Pract"
"1911",1999,39698.49,"Empl_Pract"
"1912",1999,37367.05,"Empl_Pract"
"1913",1999,43688.72,"Empl_Pract"
"1914",1999,34978,"Empl_Pract"
"1915",1999,34345.16,"Empl_Pract"
"1916",1999,42053.15,"Empl_Pract"
"1917",1999,41089.46,"Empl_Pract"
"1918",1999,33074.22,"Empl_Pract"
"1919",1999,33232.83,"Empl_Pract"
"1920",1999,28402.59,"Empl_Pract"
"1921",1999,40844.1,"Empl_Pract"
"1922",1999,44783.49,"Empl_Pract"
"1923",1999,48685.56,"Empl_Pract"
"1924",1999,47108.37,"Empl_Pract"
"1925",1999,56544.51,"Empl_Pract"
"1926",1999,46107.19,"Empl_Pract"
"1927",1999,18503.13,"Empl_Pract"
"1928",1999,37957.18,"Empl_Pract"
"1929",1999,40192.48,"Empl_Pract"
"1930",1999,41091.33,"Empl_Pract"
"1931",1999,38464.73,"Empl_Pract"
"1932",1999,57447.58,"Empl_Pract"
"1933",1999,45978.95,"Empl_Pract"
"1934",1999,46967.31,"Empl_Pract"
"1935",1999,29487.19,"Empl_Pract"
"1936",1999,23242.7,"Empl_Pract"
"1937",1999,45839.91,"Empl_Pract"
"1938",1999,25703.55,"Empl_Pract"
"1939",1999,23127.37,"Empl_Pract"
"1940",1999,48052.4,"Empl_Pract"
"1941",1999,45546.24,"Empl_Pract"
"1942",1999,32825.74,"Empl_Pract"
"1943",1999,34348.08,"Empl_Pract"
"1944",1999,33278.28,"Empl_Pract"
"1945",1999,53719.13,"Empl_Pract"
"1946",1999,27899.89,"Empl_Pract"
"1947",1999,38668.92,"Empl_Pract"
"1948",1999,44485.64,"Empl_Pract"
"1949",1999,39505.34,"Empl_Pract"
"1950",1999,38122.5,"Empl_Pract"
"1951",1999,38254.4,"Empl_Pract"
"1952",1999,53554.21,"Empl_Pract"
"1953",1999,34592.57,"Empl_Pract"
"1954",1999,34222,"Empl_Pract"
"1955",1999,48093.13,"Empl_Pract"
"1956",1999,39375.21,"Empl_Pract"
"1957",1999,53668.02,"Empl_Pract"
"1958",1999,42955.64,"Empl_Pract"
"1959",1999,44194.81,"Empl_Pract"
"1960",2000,56309.24,"Empl_Pract"
"1961",2000,34291.43,"Empl_Pract"
"1962",2000,50395.78,"Empl_Pract"
"1963",2000,35018.77,"Empl_Pract"
"1964",2000,39235.8,"Empl_Pract"
"1965",2000,30874.64,"Empl_Pract"
"1966",2000,42242.33,"Empl_Pract"
"1967",2000,43052.3,"Empl_Pract"
"1968",2000,28073.79,"Empl_Pract"
"1969",2000,29146.28,"Empl_Pract"
"1970",2000,44940.95,"Empl_Pract"
"1971",2000,38383.05,"Empl_Pract"
"1972",2000,23918.98,"Empl_Pract"
"1973",2000,37143.66,"Empl_Pract"
"1974",2000,43059.51,"Empl_Pract"
"1975",2000,31124.34,"Empl_Pract"
"1976",2000,40155.41,"Empl_Pract"
"1977",2000,34655.94,"Empl_Pract"
"1978",2000,50890.12,"Empl_Pract"
"1979",2000,41427.83,"Empl_Pract"
"1980",2000,44417.34,"Empl_Pract"
"1981",2000,63823.39,"Empl_Pract"
"1982",2000,48453.3,"Empl_Pract"
"1983",2000,37953.39,"Empl_Pract"
"1984",2000,36062.59,"Empl_Pract"
"1985",2000,43111.46,"Empl_Pract"
"1986",2000,36470.35,"Empl_Pract"
"1987",2000,49067.55,"Empl_Pract"
"1988",2000,46083.15,"Empl_Pract"
"1989",2000,42800.55,"Empl_Pract"
"1990",2000,42437.48,"Empl_Pract"
"1991",2000,43435.53,"Empl_Pract"
"1992",2000,39344.89,"Empl_Pract"
"1993",2000,42526.61,"Empl_Pract"
"1994",2000,41545.8,"Empl_Pract"
"1995",2000,26011.95,"Empl_Pract"
"1996",2000,32128.01,"Empl_Pract"
"1997",2000,36358.48,"Empl_Pract"
"1998",2000,41535.38,"Empl_Pract"
"1999",2000,45203.59,"Empl_Pract"
"2000",2000,42494.07,"Empl_Pract"
"2001",2000,47783.76,"Empl_Pract"
"2002",2000,32227.61,"Empl_Pract"
"2003",2000,37985.53,"Empl_Pract"
"2004",2000,22409.01,"Empl_Pract"
"2005",2000,48229.5,"Empl_Pract"
"2006",2000,34338.94,"Empl_Pract"
"2007",2000,34657.89,"Empl_Pract"
"2008",2000,54386.38,"Empl_Pract"
"2009",2000,45299.15,"Empl_Pract"
"2010",2000,31210.2,"Empl_Pract"
"2011",2000,43425.02,"Empl_Pract"
"2012",2000,30705.2,"Empl_Pract"
"2013",2000,40875.14,"Empl_Pract"
"2014",2000,49574.28,"Empl_Pract"
"2015",2000,54333.02,"Empl_Pract"
"2016",2000,42305.09,"Empl_Pract"
"2017",2000,45927.9,"Empl_Pract"
"2018",2000,34763.98,"Empl_Pract"
"2019",2000,33662.43,"Empl_Pract"
"2020",2000,33304.8,"Empl_Pract"
"2021",2001,49824.87,"Empl_Pract"
"2022",2001,29306.98,"Empl_Pract"
"2023",2001,33298.98,"Empl_Pract"
"2024",2001,51385.51,"Empl_Pract"
"2025",2001,43590.47,"Empl_Pract"
"2026",2001,27147.5,"Empl_Pract"
"2027",2001,41671.33,"Empl_Pract"
"2028",2001,36539.99,"Empl_Pract"
"2029",2001,46336.84,"Empl_Pract"
"2030",2001,30505.86,"Empl_Pract"
"2031",2001,51218.18,"Empl_Pract"
"2032",2001,41554.59,"Empl_Pract"
"2033",2001,54315.24,"Empl_Pract"
"2034",2001,36810.13,"Empl_Pract"
"2035",2001,40403.61,"Empl_Pract"
"2036",2001,34986.22,"Empl_Pract"
"2037",2001,41074.8,"Empl_Pract"
"2038",2001,38226.52,"Empl_Pract"
"2039",2001,37446,"Empl_Pract"
"2040",2001,44673.9,"Empl_Pract"
"2041",2001,44234.88,"Empl_Pract"
"2042",2001,22494.39,"Empl_Pract"
"2043",2001,25495.92,"Empl_Pract"
"2044",2001,44451.39,"Empl_Pract"
"2045",2001,27263.34,"Empl_Pract"
"2046",2001,47910.5,"Empl_Pract"
"2047",2001,40376.24,"Empl_Pract"
"2048",2001,38885.71,"Empl_Pract"
"2049",2001,26553.7,"Empl_Pract"
"2050",2001,34437.99,"Empl_Pract"
"2051",2001,46140.8,"Empl_Pract"
"2052",2001,48531.12,"Empl_Pract"
"2053",2001,29838.93,"Empl_Pract"
"2054",2001,46803.44,"Empl_Pract"
"2055",2001,48456.01,"Empl_Pract"
"2056",2001,26393.25,"Empl_Pract"
"2057",2001,36715.05,"Empl_Pract"
"2058",2001,40691.98,"Empl_Pract"
"2059",2001,37329.1,"Empl_Pract"
"2060",2001,34345.36,"Empl_Pract"
"2061",2001,43235.82,"Empl_Pract"
"2062",2001,41767.09,"Empl_Pract"
"2063",2001,54082.41,"Empl_Pract"
"2064",2001,34736,"Empl_Pract"
"2065",2001,40739.84,"Empl_Pract"
"2066",2001,32392.91,"Empl_Pract"
"2067",2001,32807.12,"Empl_Pract"
"2068",2001,37632.42,"Empl_Pract"
"2069",2001,45204.16,"Empl_Pract"
"2070",2001,51150.65,"Empl_Pract"
"2071",2001,36770.7,"Empl_Pract"
"2072",2001,33453.19,"Empl_Pract"
"2073",2001,41843.62,"Empl_Pract"
"2074",2001,49699.78,"Empl_Pract"
"2075",2001,45967.6,"Empl_Pract"
"2076",2001,39526,"Empl_Pract"
"2077",2001,26982.89,"Empl_Pract"
"2078",2001,34520.7,"Empl_Pract"
"2079",2001,47146.55,"Empl_Pract"
"2080",2001,47914.39,"Empl_Pract"
"2081",2001,30091.09,"Empl_Pract"
"2082",2001,41164.23,"Empl_Pract"
"2083",2001,34574.87,"Empl_Pract"
"2084",2001,55801.61,"Empl_Pract"
"2085",2001,41550.16,"Empl_Pract"
"2086",2001,29550.5,"Empl_Pract"
"2087",2001,43617.95,"Empl_Pract"
"2088",2002,35955.31,"Empl_Pract"
"2089",2002,36889.42,"Empl_Pract"
"2090",2002,34780.43,"Empl_Pract"
"2091",2002,48915.58,"Empl_Pract"
"2092",2002,32113.87,"Empl_Pract"
"2093",2002,59786.32,"Empl_Pract"
"2094",2002,47107.83,"Empl_Pract"
"2095",2002,25508.34,"Empl_Pract"
"2096",2002,27147.7,"Empl_Pract"
"2097",2002,39431.45,"Empl_Pract"
"2098",2002,37705,"Empl_Pract"
"2099",2002,42854.84,"Empl_Pract"
"2100",2002,44892.93,"Empl_Pract"
"2101",2002,26222.11,"Empl_Pract"
"2102",2002,48881.86,"Empl_Pract"
"2103",2002,36680.68,"Empl_Pract"
"2104",2002,38200.93,"Empl_Pract"
"2105",2002,60392.27,"Empl_Pract"
"2106",2002,50010.87,"Empl_Pract"
"2107",2002,37831.85,"Empl_Pract"
"2108",2002,39821.77,"Empl_Pract"
"2109",2002,34507.64,"Empl_Pract"
"2110",2002,37013.57,"Empl_Pract"
"2111",2002,50429.16,"Empl_Pract"
"2112",2002,44484.68,"Empl_Pract"
"2113",2002,45490.8,"Empl_Pract"
"2114",2002,36499.69,"Empl_Pract"
"2115",2002,49023.13,"Empl_Pract"
"2116",2002,46947.47,"Empl_Pract"
"2117",2002,41463.56,"Empl_Pract"
"2118",2002,37676.63,"Empl_Pract"
"2119",2002,33156.56,"Empl_Pract"
"2120",2002,30301.22,"Empl_Pract"
"2121",2002,29054.48,"Empl_Pract"
"2122",2002,34902.74,"Empl_Pract"
"2123",2002,43551.97,"Empl_Pract"
"2124",2002,35660.38,"Empl_Pract"
"2125",2002,45366.51,"Empl_Pract"
"2126",2002,42031.53,"Empl_Pract"
"2127",2002,34147.4,"Empl_Pract"
"2128",2002,40562.9,"Empl_Pract"
"2129",2002,41849.14,"Empl_Pract"
"2130",2002,34054.94,"Empl_Pract"
"2131",2002,53993.68,"Empl_Pract"
"2132",2002,48836.96,"Empl_Pract"
"2133",2002,37568.88,"Empl_Pract"
"2134",2002,43365.81,"Empl_Pract"
"2135",2002,51638.63,"Empl_Pract"
"2136",2002,39508.94,"Empl_Pract"
"2137",2002,39398.8,"Empl_Pract"
"2138",2002,24542.42,"Empl_Pract"
"2139",2002,39667.89,"Empl_Pract"
"2140",2002,40245.18,"Empl_Pract"
"2141",2002,30624.14,"Empl_Pract"
"2142",2002,39807.95,"Empl_Pract"
"2143",2002,32743.4,"Empl_Pract"
"2144",2002,45110.12,"Empl_Pract"
"2145",2002,39811.24,"Empl_Pract"
"2146",2002,38331.93,"Empl_Pract"
"2147",2003,42825.86,"Empl_Pract"
"2148",2003,32193.29,"Empl_Pract"
"2149",2003,36852.69,"Empl_Pract"
"2150",2003,42275.66,"Empl_Pract"
"2151",2003,34130.59,"Empl_Pract"
"2152",2003,43188.48,"Empl_Pract"
"2153",2003,33962.65,"Empl_Pract"
"2154",2003,39985.17,"Empl_Pract"
"2155",2003,44266.76,"Empl_Pract"
"2156",2003,29399.1,"Empl_Pract"
"2157",2003,44484.67,"Empl_Pract"
"2158",2003,48156.11,"Empl_Pract"
"2159",2003,37947.52,"Empl_Pract"
"2160",2003,33397.77,"Empl_Pract"
"2161",2003,35541.79,"Empl_Pract"
"2162",2003,44028.13,"Empl_Pract"
"2163",2003,35262.85,"Empl_Pract"
"2164",2003,20918.43,"Empl_Pract"
"2165",2003,52965.88,"Empl_Pract"
"2166",2003,54667.81,"Empl_Pract"
"2167",2003,22072.24,"Empl_Pract"
"2168",2003,29023.86,"Empl_Pract"
"2169",2003,34313.73,"Empl_Pract"
"2170",2003,46154.21,"Empl_Pract"
"2171",2003,44409.54,"Empl_Pract"
"2172",2003,26888.87,"Empl_Pract"
"2173",2003,36340.88,"Empl_Pract"
"2174",2003,47711.69,"Empl_Pract"
"2175",2003,41149.24,"Empl_Pract"
"2176",2003,42408.98,"Empl_Pract"
"2177",2003,47660.4,"Empl_Pract"
"2178",2003,53088.66,"Empl_Pract"
"2179",2003,38462.78,"Empl_Pract"
"2180",2003,55782.59,"Empl_Pract"
"2181",2003,31879.82,"Empl_Pract"
"2182",2003,27653.06,"Empl_Pract"
"2183",2003,34687.9,"Empl_Pract"
"2184",2003,33346.87,"Empl_Pract"
"2185",2003,36334.15,"Empl_Pract"
"2186",2003,37828,"Empl_Pract"
"2187",2003,28684.38,"Empl_Pract"
"2188",2003,34513.37,"Empl_Pract"
"2189",2003,60463.25,"Empl_Pract"
"2190",2003,44844.87,"Empl_Pract"
"2191",2003,37869.58,"Empl_Pract"
"2192",2003,56837.37,"Empl_Pract"
"2193",2003,47966.76,"Empl_Pract"
"2194",2003,48812.34,"Empl_Pract"
"2195",2003,39687.9,"Empl_Pract"
"2196",2003,40634.16,"Empl_Pract"
"2197",2003,48569.8,"Empl_Pract"
"2198",2003,32607.57,"Empl_Pract"
"2199",2003,37353.81,"Empl_Pract"
"2200",2003,41605.15,"Empl_Pract"
"2201",2003,37915.65,"Empl_Pract"
"2202",2003,41561.21,"Empl_Pract"
"2203",2003,52106.06,"Empl_Pract"
"2204",2003,54077.77,"Empl_Pract"
"2205",2003,32829.12,"Empl_Pract"
"2206",2003,40299.75,"Empl_Pract"
"2207",2003,35116.83,"Empl_Pract"
"2208",2004,40497.95,"Empl_Pract"
"2209",2004,38425.47,"Empl_Pract"
"2210",2004,46767.07,"Empl_Pract"
"2211",2004,40869.32,"Empl_Pract"
"2212",2004,43864.75,"Empl_Pract"
"2213",2004,42911.01,"Empl_Pract"
"2214",2004,27167.97,"Empl_Pract"
"2215",2004,44454.88,"Empl_Pract"
"2216",2004,41032.57,"Empl_Pract"
"2217",2004,35571.12,"Empl_Pract"
"2218",2004,27119.59,"Empl_Pract"
"2219",2004,33206.91,"Empl_Pract"
"2220",2004,31633.95,"Empl_Pract"
"2221",2004,49405.32,"Empl_Pract"
"2222",2004,45731.67,"Empl_Pract"
"2223",2004,46034.87,"Empl_Pract"
"2224",2004,41258,"Empl_Pract"
"2225",2004,37710.38,"Empl_Pract"
"2226",2004,33823.26,"Empl_Pract"
"2227",2004,37626.76,"Empl_Pract"
"2228",2004,52431.36,"Empl_Pract"
"2229",2004,42949.7,"Empl_Pract"
"2230",2004,38307.02,"Empl_Pract"
"2231",2004,38276.2,"Empl_Pract"
"2232",2004,39483.8,"Empl_Pract"
"2233",2004,50259.15,"Empl_Pract"
"2234",2004,36824.37,"Empl_Pract"
"2235",2004,33693.93,"Empl_Pract"
"2236",2004,41453.57,"Empl_Pract"
"2237",2004,42860.54,"Empl_Pract"
"2238",2004,47346.06,"Empl_Pract"
"2239",2004,33730.98,"Empl_Pract"
"2240",2004,43292.37,"Empl_Pract"
"2241",2004,38789.94,"Empl_Pract"
"2242",2004,34138.27,"Empl_Pract"
"2243",2004,31113.05,"Empl_Pract"
"2244",2004,28408.55,"Empl_Pract"
"2245",2004,39741.62,"Empl_Pract"
"2246",2004,34167.94,"Empl_Pract"
"2247",2004,37446.29,"Empl_Pract"
"2248",2004,35826.34,"Empl_Pract"
"2249",2004,56208.8,"Empl_Pract"
"2250",2004,52970.19,"Empl_Pract"
"2251",2004,34218.33,"Empl_Pract"
"2252",2004,56401.2,"Empl_Pract"
"2253",2004,31426.98,"Empl_Pract"
"2254",2004,49636.55,"Empl_Pract"
"2255",2004,42244.38,"Empl_Pract"
"2256",2004,34742.36,"Empl_Pract"
"2257",2004,32894.57,"Empl_Pract"
"2258",2004,47402.6,"Empl_Pract"
"2259",2004,47429.76,"Empl_Pract"
"2260",2004,32196.53,"Empl_Pract"
"2261",2004,46139.76,"Empl_Pract"
"2262",2004,46159.27,"Empl_Pract"
"2263",2004,33638.9,"Empl_Pract"
"2264",2004,22597.03,"Empl_Pract"
"2265",2004,38587.4,"Empl_Pract"
"2266",2004,36701.64,"Empl_Pract"
"2267",2004,35581.79,"Empl_Pract"
"2268",2004,51430.11,"Empl_Pract"
"2269",2004,40055.81,"Empl_Pract"
"2270",2004,43422.73,"Empl_Pract"
"2271",2004,40170.36,"Empl_Pract"
"2272",2005,51535.55,"Empl_Pract"
"2273",2005,45149.62,"Empl_Pract"
"2274",2005,44522.8,"Empl_Pract"
"2275",2005,28070.9,"Empl_Pract"
"2276",2005,42584.03,"Empl_Pract"
"2277",2005,46355.56,"Empl_Pract"
"2278",2005,39242.31,"Empl_Pract"
"2279",2005,57674.2,"Empl_Pract"
"2280",2005,44219.42,"Empl_Pract"
"2281",2005,31784.72,"Empl_Pract"
"2282",2005,46930.59,"Empl_Pract"
"2283",2005,40979.81,"Empl_Pract"
"2284",2005,37375.56,"Empl_Pract"
"2285",2005,40179.5,"Empl_Pract"
"2286",2005,42091.48,"Empl_Pract"
"2287",2005,41719.44,"Empl_Pract"
"2288",2005,40430.3,"Empl_Pract"
"2289",2005,39451.03,"Empl_Pract"
"2290",2005,46418.35,"Empl_Pract"
"2291",2005,53458.23,"Empl_Pract"
"2292",2005,37971.31,"Empl_Pract"
"2293",2005,40643.51,"Empl_Pract"
"2294",2005,44053.73,"Empl_Pract"
"2295",2005,40386.85,"Empl_Pract"
"2296",2005,36098.9,"Empl_Pract"
"2297",2005,45865.39,"Empl_Pract"
"2298",2005,53055.29,"Empl_Pract"
"2299",2005,47002.85,"Empl_Pract"
"2300",2005,44158.14,"Empl_Pract"
"2301",2005,29986.39,"Empl_Pract"
"2302",2005,38340.03,"Empl_Pract"
"2303",2005,28751.15,"Empl_Pract"
"2304",2005,40262.94,"Empl_Pract"
"2305",2005,30269.22,"Empl_Pract"
"2306",2005,49453.55,"Empl_Pract"
"2307",2005,43201.15,"Empl_Pract"
"2308",2005,36139.65,"Empl_Pract"
"2309",2005,50571.29,"Empl_Pract"
"2310",2005,37209.98,"Empl_Pract"
"2311",2005,30970.21,"Empl_Pract"
"2312",2005,40076.36,"Empl_Pract"
"2313",2005,45688.66,"Empl_Pract"
"2314",2005,28508.43,"Empl_Pract"
"2315",2005,33201.4,"Empl_Pract"
"2316",2005,48615.24,"Empl_Pract"
"2317",2005,35253.04,"Empl_Pract"
"2318",2005,52539.16,"Empl_Pract"
"2319",2005,47046.56,"Empl_Pract"
"2320",2005,42047.21,"Empl_Pract"
"2321",2005,36886.8,"Empl_Pract"
"2322",2005,33246.05,"Empl_Pract"
"2323",2005,40813.38,"Empl_Pract"
"2324",2005,41479.17,"Empl_Pract"
"2325",2005,43670.21,"Empl_Pract"
"2326",2005,43922.37,"Empl_Pract"
"2327",2005,48568.95,"Empl_Pract"
"2328",2005,43813.97,"Empl_Pract"
"2329",2005,29977.58,"Empl_Pract"
"2330",2006,35031.99,"Empl_Pract"
"2331",2006,48291.01,"Empl_Pract"
"2332",2006,34630.5,"Empl_Pract"
"2333",2006,45501.2,"Empl_Pract"
"2334",2006,37116.25,"Empl_Pract"
"2335",2006,49994.97,"Empl_Pract"
"2336",2006,38934.63,"Empl_Pract"
"2337",2006,38858.27,"Empl_Pract"
"2338",2006,36437.01,"Empl_Pract"
"2339",2006,29741.34,"Empl_Pract"
"2340",2006,40450.64,"Empl_Pract"
"2341",2006,40624.34,"Empl_Pract"
"2342",2006,55628.21,"Empl_Pract"
"2343",2006,29050.89,"Empl_Pract"
"2344",2006,34264.57,"Empl_Pract"
"2345",2006,15615.86,"Empl_Pract"
"2346",2006,50228.6,"Empl_Pract"
"2347",2006,42594.48,"Empl_Pract"
"2348",2006,46180.44,"Empl_Pract"
"2349",2006,52856.91,"Empl_Pract"
"2350",2006,45819.63,"Empl_Pract"
"2351",2006,45916.44,"Empl_Pract"
"2352",2006,37220.49,"Empl_Pract"
"2353",2006,48122.99,"Empl_Pract"
"2354",2006,33071.59,"Empl_Pract"
"2355",2006,40181.95,"Empl_Pract"
"2356",2006,52029.76,"Empl_Pract"
"2357",2006,48393.07,"Empl_Pract"
"2358",2006,17012.96,"Empl_Pract"
"2359",2006,38206.03,"Empl_Pract"
"2360",2006,46590.35,"Empl_Pract"
"2361",2006,34957.38,"Empl_Pract"
"2362",2006,41387.27,"Empl_Pract"
"2363",2006,44823.06,"Empl_Pract"
"2364",2006,42670.47,"Empl_Pract"
"2365",2006,39539.69,"Empl_Pract"
"2366",2006,31629.2,"Empl_Pract"
"2367",2006,42135.26,"Empl_Pract"
"2368",2006,31923.52,"Empl_Pract"
"2369",2006,33849.92,"Empl_Pract"
"2370",2006,46525.43,"Empl_Pract"
"2371",2006,46213.3,"Empl_Pract"
"2372",2006,40566.4,"Empl_Pract"
"2373",2006,45246.47,"Empl_Pract"
"2374",2006,39753.19,"Empl_Pract"
"2375",2006,33601.12,"Empl_Pract"
